SID,Age,Sex,Language,Experimenter,Location,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single_coding,Notes_double,Exclude_trial,Exclude_trial_single_reason,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-J,5.092402464,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,1,5,7,7,7,0,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,2,7,9,9,9,0,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,3,16,18,18,18,0,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,4,24,26,26,26,0,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,5,52,53,53,53,1,0,0,0,1,1,1,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,6,71,72,72,72,1,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,7,105,106,106,106,1,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,8,107,109,109,109,0,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,9,116,117,117,117,1,1,1,1,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,10,224,226,226,226,0,0,0,0,0,0,0,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,11,252,254,254,254,0,0,0,0,1,1,1,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,12,271,273,273,273,0,0,0,0,1,1,1,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,1,5,IDK,IDK,IDK,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,2,7,8,8,8,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,3,16,"5, 2",2,5 to 2,0,1,,1,1,,1,next number reminder,Next Number!,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,4,24,25,25,25,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,5,52,51,51,51,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,6,71,72,72,72,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,7,105,6,6,6,0,,,,,,,,,1,can't say number,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,8,107,2,2,2,0,1,,1,1,,1,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,9,116,1,1,1,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,10,224,2,2,2,0,1,,1,,,0,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,11,252,3,3,3,0,,,,,,,,,1,can't say number,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,12,271,2,2,2,0,,,,,,,,,1,can't say number,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,11,CloverKite,0,0,0,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,12,PresentDucck,0,0,0,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,15,MugHourglassBlock,1,1,1,1,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,17,HourglassMugBell,0,0,0,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,18,DrumRainbowHourglass,0,0,0,0,,,,,,,,,0,,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
10072018-V,5.445585216,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,2,9,NA,10,10,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,4,5,NA,4,4,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,Training,1,2,2,2,1,0,0,0,1,1,1,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,1,5,6,6,6,1,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,2,7,9,9,9,0,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,3,16,17,17,17,1,0,0,0,1,1,1,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,4,24,26,26,26,0,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,5,52,53,53,53,1,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,6,71,73,73,73,0,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,7,105,106,106,106,1,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,8,107,109,109,109,0,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,9,116,117,117,117,1,1,1,1,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,10,224,206,,NA,NA,0,0,0,0,0,0,a1: 206,206,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,11,252,254,254,254,0,0,0,0,1,1,1,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,12,271,272,272,272,1,0,0,0,0,0,0,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,Training,1,5,5,5,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,1,5,6,6,6,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,2,7,16,16,16,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,3,16,15,15,15,0,1,,1,,,0,Next number reminder,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,4,24,16,16,16,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,5,52,52,52,52,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,6,71,15,15,15,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,7,105,15,15,15,0,1,,1,,,0,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,8,107,6,6,6,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,9,116,120,120,120,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,10,224,6,6,6,0,1,,1,,,0,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,11,252,5,5,5,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,12,271,6,6,6,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,14,BlockHatDrum,1,1,1,1,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,17,HourglassMugBell,0,0,0,0,,,,,,,,,0,,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-J,5.163586585,M,Slovenian,Vesna,Ulpava,JA,0,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,2,9,NA,8,8,0,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,3,7,NA,10,10,0,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,1,5,6,6,6,1,0,0,0,1,1,1,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,2,7,9,9,9,0,1,1,1,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,3,16,17,17,17,1,0,0,0,0,0,0,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,4,24,27,27,27,0,0,0,0,0,0,0,She says 27,27! She says 27!,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,5,52,53,53,53,1,0,0,0,0,0,0,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,6,71,73,73,73,0,0,0,0,0,0,0,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,7,105,107,107,107,0,0,0,0,0,0,0,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,8,107,109,109,109,0,0,0,0,0,0,0,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,9,116,117,117,117,1,0,0,0,0,0,0,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,10,224,NA,,6,0,0,0,0,0,0,0,She cannot pronounce number correctly,She can not pronounce number correctly,1,can't say number,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,11,252,NA,,5,0,0,0,0,0,0,0,She cannot pronounce number correctly,-4-,1,can't say number,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,SF,12,271,NA,,6,0,0,0,0,0,0,0,She cannot pronounce number correctly,-11-,1,can't say number,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,Training,1,9,9,9,0,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,1,5,27,27,27,0,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,2,7,27,27,27,0,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,3,16,15,15,15,0,,,,,,,next number reminder,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,4,24,27,27,27,0,,,,,,,,,0,,,
11072018-JU,4.375085558,F,Slovenian,Vesna,Ulpava,JA,0,,,,,NN,5,52,37,37,37,0,,,,,,,,,0,,,
